index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
0,1953-12-01 15:30:00,Aerobee RTV-N-10,United States,NRL 16,White Sands LC-35,United States,US Navy,United States,,,NRL,Suborbital,Solar X-Ray / Solar UV / Aeronomy,1 December,Successful,1953,11,142
4,1953-12-05 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,5 December,Successful,1953,11,143
7,1953-12-09 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,9 December,Successful,1953,11,144
0,1954-02-02 18:35:00,Aerobee RTV-N-10,United States,NRL 20,White Sands LC-35,United States,US Navy,United States,,,NRL,Suborbital,Solar UV,2 February,Successful,1954,1,145
4,1954-02-20 00:00:00,Véronique-NA,France,,Hammaguir Bechar,France,LRBA,France,,,LRBA,Suborbital,Test flight,20 February,Launch failure,1954,1,146
8,1954-02-21 00:00:00,Véronique-NA,France,,Hammaguir Bechar,France,LRBA,France,,,LRBA,Suborbital,Test flight,21 February,Successful,1954,1,147
0,1954-03-11 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,11 March,Successful,1954,2,148
3,1954-03-16 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,16 March,Successful,1954,2,149
6,1954-03-16 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,16 March,Successful,1954,2,150
9,1954-03-20 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,20 March,Successful,1954,2,151
0,1954-04-09 21:12:00,Aerobee RTV-N-10,United States,NRL 18,White Sands LC-35,United States,US Navy,United States,,,NRL,Suborbital,Spectrometry,9 April,Successful,1954,3,152
4,1954-04-10 09:00:00,Aerobee RTV-N-10,United States,NRL 19,White Sands LC-35,United States,US Navy,United States,,,NRL,Suborbital,Spectrometry,10 April,Launch Failure,1954,3,153
8,1954-04-23 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,23 April,Successful,1954,3,154
11,1954-04-24 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,24 April,Successful,1954,3,155
14,1954-04-26 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,26 April,Successful,1954,3,156
17,1954-04-29 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,29 April,Successful,1954,3,157
0,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,158
4,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,159
8,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,160
12,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,161
16,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,162
20,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,163
24,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,164
28,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,165
32,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,166
36,1954-05-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,Same Day,,1954,4,167
40,1954-05-03 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,3 May,Successful,1954,4,168
43,1954-05-04 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,4 May,Successful,1954,4,169
46,1954-05-04 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,4 May,Successful,1954,4,170
49,1954-05-07 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,7 May,Successful,1954,4,171
52,1954-05-07 17:00:00,Viking (second model),United States,,White Sands LC-33,United States,US Navy,United States,Viking 10,United States,NRL,Suborbital,Ionospheric / Aeronomy,7 May,Successful,1954,4,172
56,1954-05-11 15:00:00,Aerobee RTV-A-1a,United States,USAF 46,Holloman LC-A,United States,US Air Force,United States,,,AFCRC,Suborbital,Beacon test,11 May,Successful,1954,4,173
60,1954-05-21 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,21 May,Successful,1954,4,174
63,1954-05-24 17:00:00,Viking (second model),United States,,White Sands LC-33,United States,US Navy,United States,Viking 11,United States,NRL,Suborbital,REV test / Photography,24 May,Successful,1954,4,175
67,1954-05-26 14:24:00,A-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,MVS,Suborbital,Ionospheric,26 May,Successful,1954,4,176
0,1954-06-02 16:10:00,Aerobee RTV-A-1a,United States,USAF 47,Holloman LC-A,United States,US Air Force,United States,,,AFCRC / University of Colorado,Suborbital,Solar UV,2 June,Successful,1954,5,177
4,1954-06-08 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,8 June,Successful,1954,5,178
7,1954-06-09 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,9 June,Successful,1954,5,179
10,1954-06-11 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,11 June,Successful,1954,5,180
13,1954-06-12 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,12 June,Successful,1954,5,181
16,1954-06-14 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,14 June,Successful,1954,5,182
19,1954-06-26 13:24:00,R-1D,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Biology / Ionosphere / Aeronomy,26 June,Successful,1954,5,183
0,1954-07-02 00:00:00,R-1D,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Biology / Ionosphere / Aeronomy,2 July,Successful,1954,6,184
4,1954-07-07 00:00:00,R-1D,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Biology / Ionosphere / Aeronomy,7 July,Successful,1954,6,185
8,1954-07-14 13:55:00,Aerobee RTV-A-1a,United States,USAF 48,Holloman LC-A,United States,US Air Force,United States,,,AFCRC / University of Michigan,Suborbital,Aeronomy,14 July,Successful,1954,6,186
12,1954-07-16 12:13:00,Deacon Rockoon,United States,SUI 24,"USS Atka,",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,16 July,Launch failure,1954,6,187
16,1954-07-16 21:58:00,Deacon Rockoon,United States,SUI 25,"USS Atka, Atlantic Ocean, 360 kilometres (220 mi) east of Boston",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,16 July,Launch failure,1954,6,188
20,1954-07-19 16:00:00,Deacon Rockoon,United States,NRL Rockoon 7,"USS Atka, Labrador Sea",United States,US Navy,United States,,,NRL,Suborbital,Aeronomy,19 July,Successful,1954,6,189
24,1954-07-19 20:30:00,Deacon Rockoon,United States,SUI 26,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,19 July,Spacecraft failure,1954,6,190
28,1954-07-20 02:55:00,Deacon Rockoon,United States,NRL Rockoon 8,"USS Atka, Labrador Sea",United States,US Navy,United States,,,NRL,Suborbital,Ionospheric / Aeronomy,20 July,Successful,1954,6,191
32,1954-07-21 09:03:00,Deacon Rockoon,United States,SUI 27,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,21 July,Successful,1954,6,192
36,1954-07-21 12:45:00,Deacon Rockoon,United States,SUI 28,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,21 July,,1954,6,193
40,1954-07-21 20:49:00,Deacon Rockoon,United States,SUI 29,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,21 July,Launch failure,1954,6,194
44,1954-07-22 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,22 July,Successful,1954,6,195
47,1954-07-23 14:46:00,Deacon Rockoon,United States,SUI 30,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,,1954,6,196
51,1954-07-23 17:09:00,Deacon Rockoon,United States,NRL Rockoon 9,"USS Atka, Labrador Sea",United States,US Navy,United States,,,Naval Research Laboratory,Suborbital,Ionospheric / Aeronomy,23 July,Successful,1954,6,197
55,1954-07-23 17:54:00,Deacon Rockoon,United States,SUI 31,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,,1954,6,198
59,1954-07-23 19:37:00,Deacon Rockoon,United States,SUI 32,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,Launch failure,1954,6,199
63,1954-07-24 08:57:00,Deacon Rockoon,United States,SUI 33,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 July,,1954,6,200
67,1954-07-24 13:16:00,Deacon Rockoon,United States,SUI 34,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 July,,1954,6,201
71,1954-07-25 06:51:00,Deacon Rockoon,United States,SUI 35,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,,1954,6,202
75,1954-07-25 12:36:00,Deacon Rockoon,United States,SUI 36,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,Successful,1954,6,203
79,1954-07-25 15:30:00,Deacon Rockoon,United States,SUI 37,"USS Atka, Labrador Sea",United States,US Navy,United States,,,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,,1954,6,204
83,1954-07-25 18:45:00,Deacon Rockoon,United States,NRL Rockoon 10,"USS Atka, Labrador Sea",United States,US Navy,United States,,,Naval Research Laboratory,Suborbital,Aeronomy,25 July,Successful,1954,6,205
87,1954-07-26 00:29:00,Deacon Rockoon,United States,NRL Rockoon 11,"USS Atka, Labrador Sea",United States,US Navy,United States,,,NRL,Suborbital,Ionospheric / Aeronomy,26 July,Launch failure,1954,6,206
91,1954-07-26 11:02:00,Deacon Rockoon,United States,NRL Rockoon 12,"USS Atka, southern Davis Strait",United States,US Navy,United States,,,NRL,Suborbital,Ionospheric / Aeronomy,26 July,Successful,1954,6,207
0,1954-08-02 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,2 August,Successful,1954,7,208
3,1954-08-11 17:25:00,Aerobee RTV-A-1a,United States,USAF 49,Holloman LC-A,United States,US Air Force,United States,,,AFCRC / University of Utah,Suborbital,Ionospheric,11 August,Successful,1954,7,209
7,1954-08-12 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,12 August,Partial failure,1954,7,210
11,1954-08-17 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,17 August,Successful,1954,7,211
14,1954-08-19 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,19 August,Successful,1954,7,212
17,1954-08-24 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,24 August,Successful,1954,7,213
20,1954-08-25 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,25 August,Successful,1954,7,214
23,1954-08-27 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,27 August,Successful,1954,7,215
26,1954-08-27 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,27 August,Successful,1954,7,216
0,1954-09-05 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,5 September,Successful,1954,8,217
3,1954-09-08 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,8 September,Successful,1954,8,218
6,1954-09-17 14:31:00,Aerobee RTV-A-1a,United States,USAF 50,Holloman LC-A,United States,US Air Force,United States,,,AFCRC / University of Rhode Island,Suborbital,Solar UV,17 September,Successful,1954,8,219
10,1954-09-30 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,30 September,Successful,1954,8,220
0,1954-10-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,1 October,Successful,1954,9,221
3,1954-10-05 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,5 October,Successful,1954,9,222
6,1954-10-05 18:15:00,Aerobee RTV-N-10b,United States,,White Sands LC-35,United States,US Navy,United States,,,NRL,Suborbital,Remote sensing,5 October,Successful,1954,9,223
10,1954-10-09 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,9 October,Successful,1954,9,224
14,1954-10-14 21:20:00,Nike-Nike-T40-T55,United States,,Wallops Island,United States,NACA,United States,,,NACA,Suborbital,Hypersonic research,14 October,Successful,1954,9,225
18,1954-10-16 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,16 October,Successful,1954,9,226
21,1954-10-17 00:00:00,Véronique-NA,France,,Hammaguir Bechar,France,LRBA,France,,,LRBA,Suborbital,Ionospheric,17 October,Launch failure,1954,9,227
25,1954-10-19 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,19 October,Successful,1954,9,228
29,1954-10-29 00:00:00,Véronique-NA,France,,Hammaguir Bechar,France,LRBA,France,,,LRBA,Suborbital,Test flight,29 October,Successful,1954,9,229
33,1954-10-30 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,30 October,Successful,1954,9,230
0,1954-11-27 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,27 November,Successful,1954,10,231
3,1954-11-30 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,30 November,Successful,1954,10,232
0,1954-12-01 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,1 December,Successful,1954,11,233
3,1954-12-01 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,1 December,Successful,1954,11,234
6,1954-12-06 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,6 December,Successful,1954,11,235
9,1954-12-09 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,9 December,Successful,1954,11,236
12,1954-12-23 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,23 December,Successful,1954,11,237
15,1954-12-25 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,25 December,Successful,1954,11,238
18,1954-12-30 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,30 December,Successful,1954,11,239
0,1955-01-04 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,4 January,Successful,1955,1,240
3,1955-01-06 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,6 January,Successful,1955,1,241
6,1955-01-08 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,8 January,Successful,1955,1,242
9,1955-01-15 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,15 January,Successful,1955,1,243
12,1955-01-17 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,17 January,Successful,1955,1,244
15,1955-01-20 00:00:00,R-5M,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,20 January,Successful,1955,1,245
19,1955-01-21 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,21 January,Successful,1955,1,246
22,1955-01-22 00:54:00,Aerobee RTV-A-1a,United States,USAF 51,Holloman LC-A,United States,US Air Force,United States,Sodium Release 1,United States,AFCRC,Suborbital,Aeronomy,22 January,Successful,1955,1,247
26,1955-01-22 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,22 January,Successful,1955,1,248
29,1955-01-25 00:00:00,R-1E,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Biological,25 January,Successful,1955,1,249
33,1955-01-25 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,25 January,Successful,1955,1,250
36,1955-01-28 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,28 January,Successful,1955,1,251
39,1955-01-29 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,29 January,Successful,1955,1,252
42,1955-01-29 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,29 January,Successful,1955,1,253
45,1955-01-31 00:00:00,R-2,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,31 January,Successful,1955,1,254
0,1955-02-01 00:00:00,R-5,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,1 February,Successful,1955,2,255
3,1955-02-03 00:00:00,R-1,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Missile test,3 February,Successful,1955,2,256
6,1955-02-04 21:55:00,Viking (second model),United States,,White Sands LC-33,United States,US Navy,United States,Viking 12,United States,NRL,Suborbital,REV test / Photography / Aeronomy,4 February,Successful,1955,2,257
10,1955-02-05 00:00:00,R-1E,Soviet Union,,Kapustin Yar,Soviet Union,OKB-1,Soviet Union,,,OKB-1,Suborbital,Biological,5 February,Partial Failure,1955,2,258
